timestamp,lat,lon,alt,gspeed,vspeed,track,squawk,callsign,source
2024-06-18T10:32:02Z,55.54876,37.13967,3750,212,2816,246,5377,THY5LK,MLAT
2024-06-18T10:32:08Z,55.54722,37.12818,4150,215,2560,254,5377,THY5LK,MLAT
2024-06-18T10:32:22Z,55.54474,37.10452,4675,215,2560,254,5377,THY5LK,MLAT
